year,month,consumption_TWh,co2_emission_mt,country_enc,energy_source_enc,country_enc,energy_source_enc
1997,8,4342.79,806.98,3,2,3,2
2012,3,3090.71,1592.99,2,0,2,0
2018,6,718.2,1932.25,5,6,5,6
1994,10,2019.38,479.22,5,1,5,1
1996,2,1142.79,1390.28,6,4,6,4
2016,9,4529.96,1182.25,0,6,0,6
1991,9,2384.7,1763.69,3,2,3,2
2014,4,1780.24,1044.94,0,6,0,6
1998,12,4392.36,941.84,6,3,6,3
2016,11,2336.76,471.74,2,3,2,3
1990,12,1607.2,1152.19,5,0,5,0
2012,8,4931.61,1790.52,0,0,0,0
1999,2,1164.57,1553.2,3,3,3,3
2014,10,2004.94,1003.49,3,2,3,2
1992,2,3517.97,989.62,2,0,2,0
1995,6,1659.15,53.36,1,5,1,5
1995,2,2535.76,1533.27,3,0,3,0
1991,1,114.15,1706.07,6,0,6,0
2007,10,1114.22,873.11,3,6,3,6
2012,2,4119.01,1879.76,4,5,4,5
1991,2,511.35,1150.52,0,4,0,4
2001,5,2875.21,460.13,1,5,1,5
2011,6,1079.58,762.24,6,3,6,3
2009,11,2164.17,1501.32,7,5,7,5
2013,3,3630.86,485.59,2,0,2,0
2009,8,2244.49,1145.54,2,1,2,1
1990,2,2485.56,398.39,5,2,5,2
1990,10,4871.17,1145.83,3,1,3,1
2006,3,901.92,433.91,2,5,2,5
1990,4,3133.08,818.33,6,0,6,0
2019,5,1033.11,777.43,4,3,4,3
1992,5,4257.9,333.5,0,6,0,6
2000,6,3499.7,839.23,0,2,0,2
2013,4,3923.97,110.54,3,5,3,5
2011,10,3744.88,1975.31,0,4,0,4
2015,11,1368.91,512.11,4,4,4,4
2002,7,3602.42,1438.7,3,3,3,3
1990,12,2282.66,1424.3,3,1,3,1
2013,8,1935.37,1381.44,5,6,5,6
1999,4,1810.17,1809.63,5,0,5,0
2024,9,3462.55,205.85,7,1,7,1
2013,6,2789.34,96.95,0,4,0,4
2017,12,2147.01,85.76,7,5,7,5
2005,8,4156.05,969.91,4,3,4,3
2005,9,3600.72,1828.86,1,1,1,1
2006,1,561.51,1126.01,5,6,5,6
2004,5,1638.7,727.11,3,2,3,2
2005,7,3884.39,935.34,7,1,7,1
2004,10,3258.41,489.83,1,1,1,1
2023,2,2138.75,1460.31,4,1,4,1
2000,12,2308.54,1553.2,5,4,5,4
1990,11,2886.41,499.15,6,0,6,0
2004,7,640.39,1567.33,5,3,5,3
2015,7,956.25,475.72,5,2,5,2
1993,3,655.82,764.19,7,0,7,0
1994,9,479.98,101.57,2,4,2,4
2024,7,3411.9,266.36,3,4,3,4
2002,12,1018.33,607.0,2,5,2,5
1999,12,719.26,1005.61,7,0,7,0
2000,10,3746.35,1722.9,3,4,3,4
2007,11,2587.89,1633.81,5,4,5,4
2023,5,2223.3,1481.56,5,3,5,3
2012,7,1780.44,628.77,7,0,7,0
1996,7,2971.95,1499.39,4,4,4,4
1992,6,4159.2,1324.4,4,5,4,5
2001,4,1982.29,813.52,2,5,2,5
1996,8,45.59,1544.71,0,1,0,1
2015,12,4434.39,1303.45,4,4,4,4
2022,2,2688.88,846.88,4,4,4,4
2004,8,652.21,733.69,4,2,4,2
1991,5,256.27,1549.36,3,4,3,4
1996,7,2725.61,64.67,2,0,2,0
2021,3,2464.71,299.92,3,6,3,6
1993,7,536.01,167.82,0,2,0,2
2009,9,2963.08,1854.59,6,6,6,6
2021,7,3339.33,271.93,5,0,5,0
2017,1,3198.8,1131.23,4,2,4,2
2002,9,1989.42,1674.38,1,2,1,2
1990,7,1808.5,1196.21,3,2,3,2
2024,2,3140.7,434.98,3,3,3,3
2019,5,1799.04,795.45,6,6,6,6
2014,11,2983.9,1707.6,3,2,3,2
2005,10,4555.65,1677.96,7,6,7,6
2008,2,3086.19,1683.38,5,3,5,3
1990,7,3578.1,1075.24,3,6,3,6
1994,9,4041.18,957.48,7,5,7,5
2011,4,4982.86,803.9,0,1,0,1
2013,3,3128.56,312.93,6,4,6,4
1993,6,2112.61,206.67,7,6,7,6
2007,8,2208.28,433.53,5,2,5,2
2005,8,3762.83,377.98,2,1,2,1
2007,8,4853.81,1786.91,1,0,1,0
2011,5,656.01,1475.63,0,4,0,4
1991,11,3404.83,633.42,2,5,2,5
2010,12,2143.12,972.65,3,1,3,1
2018,6,2905.41,1493.63,1,5,1,5
2015,12,2076.08,1737.33,0,3,0,3
2010,2,726.88,664.25,4,5,4,5
2006,6,2264.97,1112.74,6,2,6,2
2005,5,4752.48,414.24,6,0,6,0
2020,3,415.2,227.39,3,2,3,2
1998,8,4964.63,481.83,5,6,5,6
2020,4,255.95,1205.2,2,4,2,4
2003,2,1983.62,208.4,3,0,3,0
1991,11,3599.64,272.61,6,2,6,2
2003,3,3159.86,969.8,3,6,3,6
2022,2,1076.94,1556.86,7,2,7,2
2024,2,1503.55,185.16,0,5,0,5
2009,3,2724.97,335.86,5,2,5,2
1991,7,4952.39,133.21,5,3,5,3
2008,10,1009.28,936.85,7,6,7,6
2007,1,2677.21,1317.85,5,4,5,4
2005,10,2772.5,1795.75,0,0,0,0
1993,6,2869.4,340.76,7,5,7,5
2001,11,3748.35,1671.52,6,4,6,4
2018,1,1108.02,1199.02,6,4,6,4
1996,3,983.68,1815.58,5,1,5,1
2003,12,4581.21,847.66,1,4,1,4
2001,4,2650.04,796.54,4,1,4,1
2024,8,1188.07,769.64,3,2,3,2
1994,2,995.66,1396.34,2,5,2,5
2006,7,508.34,379.75,6,6,6,6
2021,3,897.98,189.09,0,6,0,6
1999,1,4732.66,802.92,1,2,1,2
2006,6,2292.2,757.1,2,0,2,0
1994,2,2631.79,356.6,4,4,4,4
1998,3,689.24,257.53,7,1,7,1
2022,6,2754.88,126.59,3,6,3,6
2007,3,3523.57,203.86,0,1,0,1
1998,12,1794.22,1437.37,6,2,6,2
2018,5,4781.8,385.7,1,5,1,5
2003,3,3283.16,205.52,0,6,0,6
2014,12,3772.6,593.57,2,5,2,5
2004,7,3567.0,432.89,7,3,7,3
1995,7,3994.6,5.03,4,1,4,1
2018,12,2430.49,744.22,5,3,5,3
2004,1,4471.77,19.29,1,5,1,5
2018,6,4262.3,62.19,0,6,0,6
1993,3,2894.4,1547.05,4,0,4,0
2007,7,1260.56,652.89,5,6,5,6
2005,1,3237.23,864.84,6,2,6,2
2000,10,337.67,1216.59,5,3,5,3
2003,3,3616.8,422.92,1,4,1,4
1992,12,2672.01,1487.35,3,1,3,1
2007,10,3407.92,774.49,7,2,7,2
2009,2,2741.3,1823.13,1,5,1,5
2014,8,4157.24,164.01,2,2,2,2
2002,8,3657.99,441.56,6,4,6,4
1993,11,4486.92,36.06,6,1,6,1
2003,9,1546.78,195.15,4,2,4,2
2022,9,4533.35,937.99,4,6,4,6
2017,11,2106.05,950.79,3,1,3,1
1997,2,4679.91,353.42,6,6,6,6
2023,7,1887.33,929.74,2,4,2,4
1994,7,3762.57,1006.01,6,5,6,5
1994,4,4187.26,1995.75,6,6,6,6
2020,6,2088.79,1970.18,7,1,7,1
1998,1,2734.84,1652.04,7,1,7,1
2021,6,3035.22,1874.72,6,2,6,2
2022,1,268.91,1586.94,0,3,0,3
1992,5,2293.76,945.37,7,2,7,2
2019,4,950.57,419.67,6,4,6,4
2001,6,3163.89,1628.39,0,4,0,4
2018,11,4683.35,725.64,4,0,4,0
1992,11,1613.3,826.16,4,4,4,4
2015,5,1951.13,1360.65,0,5,0,5
2019,5,4215.47,1828.9,2,0,2,0
1998,3,3778.51,668.55,7,4,7,4
2015,10,4359.43,1817.5,4,2,4,2
1991,2,3495.27,1758.92,5,1,5,1
1992,7,2488.73,1589.61,4,3,4,3
1993,10,1580.27,1660.95,0,5,0,5
2014,12,4744.71,741.9,2,6,2,6
2002,8,3216.55,1296.58,2,4,2,4
2024,5,2100.37,1887.1,3,1,3,1
2012,9,2959.17,1643.01,3,0,3,0
1998,1,4296.11,399.79,6,5,6,5
1991,3,1271.51,1884.64,0,2,0,2
2020,8,3879.72,1919.04,1,4,1,4
1991,5,2767.69,1763.04,1,3,1,3
2021,2,3315.25,1852.63,3,6,3,6
2007,10,3724.27,1429.96,5,2,5,2
2002,9,1097.95,642.18,6,3,6,3
1994,1,4843.67,371.76,3,4,3,4
1999,3,1883.2,1092.03,4,0,4,0
2014,4,3054.73,608.08,6,2,6,2
2023,7,3277.21,554.64,5,2,5,2
2019,4,2498.63,953.89,6,1,6,1
1996,11,393.02,51.41,1,1,1,1
1995,2,3484.11,1368.38,1,5,1,5
1992,2,820.79,949.72,1,3,1,3
2002,10,3949.88,1356.87,7,2,7,2
1992,1,3630.24,1365.66,4,0,4,0
2015,7,4381.89,557.44,2,4,2,4
2013,9,2467.51,612.19,4,1,4,1
1995,12,1237.35,335.11,4,3,4,3
2001,10,2185.66,907.97,4,5,4,5
1991,2,1722.62,1958.47,5,3,5,3
2000,7,3134.58,1545.33,4,4,4,4
2023,8,541.02,92.85,0,2,0,2
2015,3,2690.54,638.74,5,2,5,2
2007,4,3107.21,459.36,4,5,4,5
2010,9,1667.76,538.36,7,2,7,2
2011,4,205.66,1133.36,6,3,6,3
2019,6,1765.71,414.51,0,6,0,6
2019,8,2669.0,250.41,1,5,1,5
1997,10,269.91,1029.77,1,0,1,0
2023,2,3024.91,1495.79,1,1,1,1
1998,1,3705.8,1524.71,5,6,5,6
2009,7,1930.58,1430.81,4,2,4,2
2014,1,2630.56,785.27,1,0,1,0
2008,4,2713.93,1957.81,5,4,5,4
1994,5,3645.11,1504.99,7,6,7,6
2000,2,4538.54,203.05,2,4,2,4
2004,10,4409.23,1514.74,4,4,4,4
1997,4,910.85,1857.69,2,6,2,6
2008,11,286.64,1605.92,0,6,0,6
2012,11,1771.27,1177.17,4,3,4,3
2016,10,4531.91,604.36,7,2,7,2
2021,11,4129.26,1150.56,6,4,6,4
2015,7,3389.29,1780.53,0,6,0,6
2016,4,282.26,1395.2,7,3,7,3
2008,11,882.26,1357.8,7,6,7,6
2018,1,4651.64,526.09,2,1,2,1
2022,12,173.91,1089.43,2,0,2,0
2008,10,4002.35,1279.58,7,0,7,0
2008,4,2319.64,4.43,2,6,2,6
2022,11,3738.55,62.76,6,6,6,6
2005,12,292.56,1379.74,5,1,5,1
2012,6,1708.61,257.39,1,4,1,4
1996,12,3109.47,336.97,7,3,7,3
2015,5,1065.25,1557.3,4,0,4,0
2021,4,701.74,769.92,1,3,1,3
2001,2,130.78,915.49,1,0,1,0
1997,10,4795.42,357.35,5,6,5,6
1994,11,3646.84,1770.16,3,4,3,4
2017,6,1314.87,1755.94,7,4,7,4
1994,12,2798.48,1155.34,1,2,1,2
2015,6,3257.34,1254.81,4,4,4,4
1994,6,2163.03,546.45,6,2,6,2
2011,4,355.48,1966.29,6,6,6,6
2004,8,1954.81,1451.35,5,4,5,4
2002,1,592.37,1806.02,1,6,1,6
2017,10,734.97,1274.95,6,6,6,6
2022,8,3238.24,1178.83,2,6,2,6
2012,8,1692.65,710.66,3,3,3,3
2022,5,1599.35,1763.34,6,2,6,2
2007,9,4398.82,164.38,6,6,6,6
2019,12,2196.5,1499.04,6,2,6,2
2015,9,4167.87,678.99,4,6,4,6
2005,10,4520.75,1216.94,3,3,3,3
2002,4,4699.0,610.48,3,1,3,1
2022,2,3941.42,1381.2,6,0,6,0
2015,1,2166.81,1481.39,1,4,1,4
1990,8,797.48,89.58,5,0,5,0
1991,8,2657.85,155.87,2,4,2,4
1995,11,1970.21,1474.28,5,5,5,5
2013,7,843.86,1101.59,4,2,4,2
2007,11,4795.02,1061.29,1,5,1,5
2016,3,4380.88,1133.08,7,6,7,6
1997,3,3964.09,635.93,4,1,4,1
2017,10,1043.57,490.11,5,2,5,2
1999,8,4611.05,21.76,6,3,6,3
2006,12,1148.64,335.25,4,2,4,2
2018,11,4686.53,1551.84,4,4,4,4
1995,8,3987.25,1978.88,1,3,1,3
2003,2,3749.97,668.49,5,4,5,4
2011,1,4993.78,1817.15,7,5,7,5
1995,1,2528.64,52.39,0,6,0,6
2015,11,1996.72,1796.61,4,0,4,0
2001,1,4253.08,1212.58,7,4,7,4
2024,3,3624.52,1479.72,7,1,7,1
2003,1,3294.04,1524.06,1,4,1,4
2011,8,1713.44,942.84,5,1,5,1
2012,8,3525.28,1914.0,0,6,0,6
1996,9,1568.09,112.9,5,2,5,2
2014,4,2660.74,16.4,1,2,1,2
2002,8,1784.78,1614.8,2,5,2,5
2010,7,1234.36,460.34,6,4,6,4
1999,4,765.33,1798.43,2,0,2,0
1998,1,685.95,1823.29,6,0,6,0
2004,12,4488.53,515.21,4,1,4,1
1991,11,3391.9,363.2,6,5,6,5
2014,3,633.48,1441.51,2,5,2,5
2002,8,4508.96,1216.75,5,6,5,6
2023,8,3352.34,773.65,1,5,1,5
2023,12,3294.05,629.42,6,4,6,4
2024,2,3784.18,1228.1,6,5,6,5
1992,7,3400.38,1870.73,6,1,6,1
1995,1,2396.5,766.26,5,2,5,2
2008,4,909.91,762.0,0,4,0,4
1992,7,1297.67,96.28,7,4,7,4
2007,4,1279.67,1536.14,6,4,6,4
1998,4,3706.86,514.34,1,1,1,1
2001,11,1061.47,931.04,2,4,2,4
1994,7,1480.22,1886.63,7,5,7,5
1992,1,3138.38,506.11,6,3,6,3
2000,5,359.56,1399.77,6,1,6,1
2019,6,3429.85,741.54,1,6,1,6
1993,7,2933.46,787.88,4,5,4,5
1994,7,2088.1,1359.2,1,0,1,0
1990,12,234.0,307.89,3,6,3,6
2016,7,1158.51,54.08,0,0,0,0
2017,2,1413.03,701.58,1,3,1,3
2018,6,114.22,1478.12,4,0,4,0
2007,9,803.98,813.31,1,4,1,4
2001,7,53.32,230.71,7,2,7,2
2002,7,242.77,1132.71,7,0,7,0
1991,2,603.41,58.58,1,5,1,5
2005,7,1696.15,588.78,2,1,2,1
2013,9,1724.95,469.73,7,6,7,6
2024,3,4092.36,789.69,4,0,4,0
2011,2,2740.82,1511.25,3,6,3,6
2000,6,290.21,728.5,3,3,3,3
2018,12,231.62,906.87,4,4,4,4
2024,2,1732.72,538.29,0,5,0,5
2004,1,3317.57,1284.49,6,0,6,0
2020,10,2770.3,870.17,6,4,6,4
2005,12,888.33,1655.2,3,5,3,5
1999,4,2553.58,1617.41,7,5,7,5
2021,9,4149.43,9.78,7,5,7,5
1991,10,1020.41,463.71,6,3,6,3
2013,3,3110.86,1844.23,3,0,3,0
2012,3,4609.7,1844.46,0,3,0,3
1991,6,2853.93,1014.23,1,4,1,4
2020,6,4463.19,1195.96,0,6,0,6
2015,8,1046.04,13.74,0,5,0,5
2018,10,2097.25,609.2,5,2,5,2
1992,6,2862.89,1165.34,1,2,1,2
2003,8,526.95,1457.22,7,1,7,1
2014,8,2864.86,1961.48,4,4,4,4
1990,7,2467.85,1783.57,5,0,5,0
1992,5,2785.68,980.24,2,3,2,3
2015,4,3841.16,192.29,0,5,0,5
2007,1,1239.04,741.89,6,6,6,6
1998,6,2335.92,1883.78,7,3,7,3
2012,8,2441.07,1524.85,5,4,5,4
2010,11,3678.35,954.77,4,2,4,2
1990,4,3051.29,608.48,4,3,4,3
2010,7,4403.7,35.95,2,1,2,1
2016,3,312.32,1668.05,2,4,2,4
1995,5,1298.58,285.11,2,0,2,0
2017,7,1412.0,1603.19,6,6,6,6
2006,12,4180.22,451.39,4,6,4,6
1992,11,456.55,4.42,2,3,2,3
2001,9,4182.55,1881.2,4,6,4,6
2001,9,3608.03,1544.92,5,6,5,6
1991,7,988.82,868.75,0,5,0,5
2011,4,3353.11,1313.67,6,0,6,0
2012,6,973.57,1458.56,0,2,0,2
2019,4,1407.94,1430.43,5,2,5,2
1994,3,3361.31,64.69,3,6,3,6
1998,9,1446.64,944.39,5,0,5,0
2010,5,266.31,810.36,1,3,1,3
2000,8,1772.03,894.49,3,2,3,2
1994,3,3182.72,337.13,1,3,1,3
2024,9,956.42,240.51,1,3,1,3
2016,1,3994.15,641.87,6,2,6,2
1991,2,633.84,1928.64,3,3,3,3
2013,4,3458.82,1762.13,2,1,2,1
2020,2,1625.08,1078.48,5,6,5,6
2022,9,2792.64,1156.26,6,2,6,2
2019,7,4687.47,1262.03,5,0,5,0
2017,2,4904.43,561.69,3,1,3,1
2020,11,2655.92,1672.8,4,0,4,0
2000,11,712.16,588.6,5,6,5,6
2012,4,4272.69,897.98,7,2,7,2
1991,6,3696.11,686.15,3,4,3,4
2016,2,2589.57,683.23,3,3,3,3
2024,9,1538.62,1761.66,2,5,2,5
1991,3,2337.34,901.73,4,1,4,1
2010,2,1713.55,343.39,2,3,2,3
1994,12,3733.91,1083.0,0,1,0,1
2010,4,3716.27,310.7,4,4,4,4
2018,5,44.91,415.25,2,4,2,4
2009,4,617.38,976.35,0,2,0,2
2009,12,2593.64,1067.49,1,5,1,5
2014,3,4128.82,1145.21,7,5,7,5
1991,3,4783.14,1803.83,7,0,7,0
2021,12,3139.93,486.33,7,5,7,5
2015,3,1640.02,133.43,5,1,5,1
1995,3,1151.57,860.24,3,0,3,0
1992,6,4228.72,1521.2,3,4,3,4
2022,4,4297.37,602.12,6,6,6,6
1990,7,2496.91,1213.24,1,3,1,3
1994,7,2563.53,1857.85,4,6,4,6
2002,4,1092.26,1654.36,4,3,4,3
2008,1,2300.1,882.56,4,5,4,5
2001,9,3117.71,1632.44,6,6,6,6
2014,7,1896.36,990.11,6,6,6,6
2024,6,4445.14,1516.81,3,2,3,2
2001,5,4389.3,1358.92,6,5,6,5
2019,9,4625.06,1321.59,6,3,6,3
1994,9,136.94,1892.93,4,3,4,3
2023,10,501.93,1072.18,5,4,5,4
2011,11,554.38,1045.95,0,6,0,6
2002,6,2948.04,620.24,5,1,5,1
1992,8,812.81,380.11,6,2,6,2
2009,7,2522.39,1680.8,2,5,2,5
2020,12,4079.22,584.98,0,0,0,0
1994,1,3477.4,1301.29,2,0,2,0
2013,2,1327.95,835.04,1,5,1,5
2022,9,2771.73,1595.82,2,5,2,5
1997,10,3095.44,1532.73,6,4,6,4
2013,4,2082.27,1450.29,2,6,2,6
2009,11,735.44,239.01,5,0,5,0
2005,3,4354.24,1498.22,5,3,5,3
2001,2,4433.48,785.31,7,3,7,3
2002,8,4080.5,1741.53,6,6,6,6
2014,7,4319.56,1180.95,3,3,3,3
2021,9,3362.68,322.79,1,3,1,3
2013,3,2059.07,783.55,6,6,6,6
1998,1,581.4,1799.84,0,4,0,4
2012,9,4056.81,1563.11,3,5,3,5
2002,5,1348.82,1022.49,0,3,0,3
2021,5,863.55,39.23,0,3,0,3
2004,3,1979.8,1288.01,5,5,5,5
1994,8,3310.7,1547.8,1,2,1,2
2011,8,2837.85,117.23,6,4,6,4
2005,1,2704.07,132.86,2,6,2,6
1999,4,617.93,696.62,1,0,1,0
2013,6,767.93,558.28,5,1,5,1
2007,9,100.26,145.13,0,5,0,5
2007,2,1246.55,1521.69,5,6,5,6
1996,7,2746.54,697.76,7,2,7,2
1993,10,622.87,506.82,4,5,4,5
2015,1,791.61,1641.38,6,6,6,6
1994,10,3770.63,989.43,1,6,1,6
2005,4,1418.8,371.87,3,3,3,3
2024,10,3210.85,294.32,7,5,7,5
2015,11,4801.55,12.62,4,1,4,1
2007,12,4171.38,495.73,3,0,3,0
2018,7,4599.0,657.41,0,0,0,0
2012,3,4449.64,1521.86,7,0,7,0
2003,3,413.73,1515.3,6,0,6,0
2004,4,3243.23,682.97,3,4,3,4
2022,8,4022.05,1570.45,2,4,2,4
2014,3,1841.63,2.06,1,1,1,1
2010,8,425.28,1633.97,5,2,5,2
2006,10,257.1,1654.82,7,2,7,2
2012,9,1689.85,325.93,7,0,7,0
2006,12,3998.51,441.4,6,6,6,6
2003,8,3528.1,393.37,7,1,7,1
2018,8,3729.88,622.57,4,4,4,4
2009,9,455.85,1800.08,1,3,1,3
2019,4,920.27,525.95,0,1,0,1
2008,12,3540.8,332.19,5,2,5,2
2002,3,4899.64,1076.77,6,5,6,5
2007,8,854.77,760.15,0,0,0,0
2012,1,1947.15,1880.24,2,2,2,2
2022,10,2119.21,511.77,4,2,4,2
2007,1,4370.11,1899.17,6,5,6,5
1998,4,743.36,262.37,6,4,6,4
2022,10,1829.21,834.72,1,5,1,5
2021,3,2125.42,945.62,7,5,7,5
2006,10,361.84,1362.7,6,1,6,1
2008,2,3501.84,1180.81,3,2,3,2
2016,9,4618.47,1787.04,0,2,0,2
1995,12,3962.99,1005.86,1,3,1,3
2024,12,720.81,892.84,1,4,1,4
2023,12,1293.16,260.35,2,0,2,0
2009,5,2518.1,151.51,3,1,3,1
2014,3,582.5,362.56,0,5,0,5
1993,9,2816.19,382.75,1,6,1,6
1999,8,897.45,1676.21,6,3,6,3
1999,4,4480.96,1120.14,4,1,4,1
2013,10,2164.86,1730.68,7,1,7,1
2010,5,783.04,1803.45,0,6,0,6
2000,11,1333.72,187.78,5,0,5,0
2016,12,139.15,978.82,2,1,2,1
2005,5,1887.41,862.55,2,2,2,2
2015,8,2009.92,881.74,0,4,0,4
2019,7,3060.24,1232.08,4,5,4,5
2005,3,1320.65,1977.1,1,2,1,2
1996,6,4431.74,9.26,3,6,3,6
2005,6,471.48,1677.23,1,3,1,3
2024,2,4063.89,1581.35,1,3,1,3
2005,1,1798.42,1329.84,0,6,0,6
2001,7,702.15,76.53,2,6,2,6
2024,3,1998.89,1417.36,0,0,0,0
2010,5,3662.84,509.05,1,1,1,1
2006,8,791.26,748.93,5,3,5,3
2021,5,177.71,1535.18,7,2,7,2
1995,11,962.33,238.53,1,0,1,0
2013,5,3495.16,698.02,1,4,1,4
2016,5,1585.56,65.67,5,4,5,4
2009,11,4853.8,54.58,0,4,0,4
2014,7,297.15,1660.67,1,4,1,4
1991,2,4186.84,1903.02,3,0,3,0
1998,1,4688.72,513.12,0,5,0,5
2017,11,1401.05,1271.87,6,1,6,1
1992,4,2210.08,1936.49,5,0,5,0
2009,5,2786.61,1126.11,1,2,1,2
1995,7,2008.07,1592.46,1,5,1,5
2022,1,1141.37,1035.58,5,2,5,2
1990,9,1806.26,1177.87,2,1,2,1
1995,11,3420.28,1089.63,1,6,1,6
2023,12,1909.94,1836.08,7,4,7,4
2004,12,1753.66,1616.35,3,3,3,3
2015,10,1313.05,1564.23,4,2,4,2
2003,4,4886.68,261.82,5,0,5,0
1996,6,4630.19,706.96,6,6,6,6
2020,11,3895.28,1856.51,1,1,1,1
2013,1,4634.37,499.12,4,6,4,6
2020,9,2355.38,1763.25,4,2,4,2
2018,4,1701.07,1279.2,7,5,7,5
2021,5,3746.47,1195.59,0,6,0,6
2006,8,3376.23,299.63,7,3,7,3
2003,6,4553.68,1807.81,2,6,2,6
2013,10,600.72,883.36,5,1,5,1
2016,12,3839.22,8.69,4,5,4,5
2014,3,2167.76,29.41,1,0,1,0
2021,10,3910.24,204.54,6,1,6,1
2007,8,2381.68,1756.38,2,3,2,3
2007,6,3316.64,1008.26,1,3,1,3
2015,12,3424.26,874.75,3,5,3,5
1998,2,3580.91,1995.96,3,1,3,1
2024,5,2326.98,121.66,3,0,3,0
1997,3,3057.3,604.5,5,4,5,4
2009,4,3952.69,561.94,2,2,2,2
2011,9,2315.25,845.26,2,3,2,3
2008,3,468.04,827.8,5,2,5,2
2019,5,1851.97,1646.03,1,6,1,6
2017,8,1894.18,670.75,7,5,7,5
2024,9,4860.74,119.2,5,0,5,0
2000,7,3245.76,1192.68,4,3,4,3
2020,11,3020.86,1653.31,4,6,4,6
2019,4,2250.67,551.41,5,3,5,3
2012,9,284.09,149.99,1,1,1,1
2008,12,4306.79,264.25,1,5,1,5
2001,2,3915.65,1872.66,6,1,6,1
2004,12,327.55,1059.96,2,1,2,1
2020,2,2001.14,863.52,2,2,2,2
2004,4,4360.36,354.36,3,2,3,2
2018,2,2117.74,501.76,1,2,1,2
2015,3,1466.77,1759.6,6,1,6,1
1991,5,1160.99,1503.18,0,4,0,4
2009,3,1195.79,97.92,6,1,6,1
2004,1,1146.03,1112.8,5,4,5,4
1993,11,592.68,920.25,2,5,2,5
2011,3,1575.22,1554.65,7,4,7,4
2012,6,4039.12,996.78,5,3,5,3
2015,3,4291.6,102.13,3,2,3,2
2000,9,276.07,838.57,4,3,4,3
2017,3,2749.94,1877.36,2,0,2,0
1991,11,4150.85,1529.54,1,4,1,4
1997,3,1388.06,1901.63,2,1,2,1
2018,3,1455.11,741.87,7,6,7,6
2000,5,3088.91,144.41,2,2,2,2
2007,7,2694.92,1318.96,7,4,7,4
2003,5,3208.76,1364.28,0,6,0,6
1999,9,1208.41,1865.07,6,5,6,5
2024,6,333.15,1702.21,5,6,5,6
1998,1,896.16,1544.96,5,5,5,5
2024,9,559.39,1834.27,4,5,4,5
2000,3,50.28,1078.73,7,1,7,1
2001,8,1957.18,1659.01,3,6,3,6
1992,12,1699.01,327.15,7,4,7,4
2003,3,4732.55,522.73,6,1,6,1
2017,8,2090.2,1827.23,7,4,7,4
2000,4,4537.52,208.88,6,0,6,0
2014,1,3544.95,877.12,2,5,2,5
2010,11,4676.06,1344.24,7,1,7,1
1999,6,1478.88,1342.79,3,1,3,1
2004,7,4129.54,729.74,1,1,1,1
2008,8,1510.73,1746.62,1,0,1,0
2011,6,963.83,1434.36,7,2,7,2
2010,1,2104.37,685.72,4,5,4,5
2021,5,573.3,442.34,5,6,5,6
2012,9,4831.7,1890.81,2,5,2,5
2002,3,2399.09,566.68,1,5,1,5
1994,5,676.61,1367.57,7,6,7,6
1993,6,350.53,453.46,1,1,1,1
2017,5,4993.5,1471.43,0,1,0,1
2003,4,3152.79,1281.36,6,3,6,3
1997,2,2064.45,245.03,7,0,7,0
1998,5,962.69,213.67,0,3,0,3
2024,10,1674.82,1199.58,7,4,7,4
2010,1,4504.41,248.64,1,5,1,5
2007,1,2611.18,885.67,3,0,3,0
2022,8,1420.48,1018.87,2,2,2,2
1997,4,4570.46,1715.32,0,5,0,5
2006,1,4242.66,31.49,5,2,5,2
2020,2,1064.96,601.27,2,0,2,0
2023,5,2334.57,1558.37,7,6,7,6
1995,7,3767.4,1931.71,2,5,2,5
2011,12,608.14,1634.96,0,1,0,1
2003,5,2537.66,104.74,7,0,7,0
1992,11,1811.27,630.55,0,6,0,6
2001,10,2727.1,668.13,3,4,3,4
2001,6,2512.66,620.46,3,4,3,4
1991,7,1072.78,1042.91,3,5,3,5
1991,3,3316.2,1792.97,5,0,5,0
2004,11,422.41,1138.23,4,1,4,1
2012,10,1453.48,1329.26,0,2,0,2
2018,5,1391.58,198.72,4,6,4,6
2006,8,4369.69,575.0,2,2,2,2
2021,11,4963.66,85.0,5,3,5,3
1996,6,1015.72,981.11,0,0,0,0
2019,2,2925.4,1843.17,3,5,3,5
2017,9,4203.36,50.74,4,6,4,6
2003,2,1094.07,717.48,3,6,3,6
2019,6,4673.71,178.04,6,1,6,1
2006,11,2593.77,1876.18,5,4,5,4
2021,2,4938.08,1170.36,6,0,6,0
1995,10,3967.87,1495.68,7,3,7,3
2013,7,2678.95,1907.26,5,6,5,6
1995,1,1897.37,631.33,0,1,0,1
2016,4,3984.43,474.94,0,6,0,6
2007,12,3042.61,1466.38,7,2,7,2
2013,8,2538.09,655.2,0,1,0,1
2013,9,696.43,709.48,3,1,3,1
2023,10,3105.5,1388.31,3,2,3,2
2004,3,3027.9,1369.81,4,1,4,1
2000,9,2381.2,1247.25,7,5,7,5
2011,12,1102.89,1181.88,4,2,4,2
2013,8,1460.58,315.91,0,4,0,4
1990,4,1302.49,1507.62,1,1,1,1
2007,1,1863.29,668.11,3,4,3,4
2001,10,2062.84,446.51,7,0,7,0
2017,5,913.11,1165.5,7,0,7,0
1996,11,2690.92,374.1,4,2,4,2
2012,7,3741.72,1301.26,6,2,6,2
2010,5,1036.54,1474.22,3,6,3,6
2023,11,4869.44,1251.47,2,3,2,3
