year,month,country,cpi,inflation_rate
1992,7,France,195.48,7.28
2004,9,Canada,238.56,10.43
2018,1,Germany,191.26,-1.4
2018,2,UK,161.06,7.61
1999,10,Canada,224.7,4.36
2021,4,UK,202.53,4.67
2012,7,Japan,177.31,11.87
1998,1,India,197.31,-0.64
2003,5,USA,151.7,-1.06
1993,2,France,178.11,10.59
2009,2,Germany,162.23,4.66
2017,2,France,299.51,2.32
2003,9,UK,63.92,6.27
2023,11,India,214.62,3.23
2002,10,UK,110.58,4.93
2020,5,Germany,143.2,5.72
2022,8,USA,97.42,7.71
2017,10,Japan,238.01,0.74
2014,6,USA,121.81,9.14
2021,11,France,213.55,9.88
1998,1,Japan,192.12,0.39
2017,10,UK,157.14,4.88
2020,9,India,135.22,2.58
2006,7,Japan,224.88,1.15
2012,11,UK,184.35,2.5
2002,2,Vietnam,61.77,7.92
1999,8,Germany,234.78,11.73
2005,2,Germany,239.18,10.26
1995,2,France,154.64,-1.33
2000,4,India,54.9,-0.46
1992,8,Canada,97.73,3.73
2017,7,France,193.52,10.88
2004,2,India,239.07,-1.55
2002,10,Germany,71.28,4.37
2006,6,Germany,218.22,11.96
1996,11,Japan,175.32,2.74
2017,11,France,108.64,11.19
2002,4,India,171.51,9.63
2006,10,Germany,65.9,-1.77
2004,1,France,214.79,1.49
2017,8,Vietnam,81.44,0.59
2004,8,Canada,55.76,3.1
2000,6,Japan,56.66,10.45
2020,10,UK,227.78,-0.95
1993,7,India,110.98,0.54
2024,12,India,182.57,-1.22
2023,3,Germany,61.47,11.01
2016,9,Germany,61.15,-0.27
1999,4,Germany,262.06,7.91
2019,11,Canada,226.87,3.58
2009,2,Vietnam,77.62,6.99
2018,4,Germany,186.98,4.24
2018,2,USA,88.22,-0.74
2012,12,Canada,244.76,-1.05
2010,4,France,217.07,2.28
1999,2,Germany,286.59,-0.77
2001,12,UK,191.11,6.54
2019,11,Germany,148.09,-1.5
2022,8,Germany,223.93,2.8
2007,6,UK,198.63,6.95
2003,8,Vietnam,152.3,3.81
2011,11,Japan,155.0,2.46
2010,1,UK,87.42,4.49
1990,9,India,169.34,2.77
2004,12,UK,88.61,9.51
2011,11,India,93.15,-1.12
2021,2,USA,88.93,4.92
2022,8,UK,170.17,4.66
2012,4,Japan,171.95,2.34
1991,2,France,65.92,6.19
1991,1,Canada,212.54,10.68
2018,12,Canada,90.73,-1.53
1992,4,USA,165.63,0.31
1996,10,Germany,202.1,3.16
2018,1,Japan,63.68,8.48
2012,8,France,189.05,11.2
2005,2,UK,279.25,0.89
2020,8,France,83.84,2.58
2023,10,UK,279.41,6.59
1990,1,Japan,254.28,5.34
2007,7,Germany,184.11,4.77
2004,7,France,81.3,2.5
2006,5,Germany,230.87,5.79
1999,3,USA,211.87,7.38
2009,6,Japan,216.53,11.31
1995,11,Canada,82.36,-1.11
1997,5,India,172.39,3.07
2023,9,Canada,213.38,4.63
2021,4,France,166.46,5.86
1993,9,Japan,197.55,7.14
2009,10,Canada,191.09,-1.03
2013,6,Germany,156.72,7.12
2013,9,Canada,87.77,6.9
2015,3,Vietnam,253.16,3.29
2014,12,Germany,210.41,9.45
1996,1,USA,210.31,-0.84
1999,12,Japan,63.36,7.68
2001,6,UK,238.56,2.36
1990,4,France,104.11,8.02
2014,11,India,221.14,0.48
2005,10,Japan,220.59,7.39
1994,4,Vietnam,72.68,6.51
2008,4,Canada,183.13,-1.37
1993,1,India,227.69,2.35
1995,5,Japan,244.78,6.99
2015,9,Germany,153.14,4.0
1998,3,Vietnam,56.23,10.79
2003,12,Canada,225.48,-0.82
1998,2,India,128.27,1.83
2004,12,Japan,109.48,10.37
2009,2,UK,249.14,-0.78
1997,10,Vietnam,144.35,7.85
2021,7,Germany,172.91,3.4
2010,6,Canada,146.2,-1.01
2008,2,UK,276.96,5.51
2018,1,USA,156.13,11.62
2020,7,USA,143.02,8.7
1995,11,USA,103.54,5.47
1993,6,Germany,160.81,5.07
2018,5,Canada,174.12,9.7
1992,5,UK,215.88,7.78
1990,10,Japan,232.47,1.25
2004,3,Germany,108.88,6.31
2010,11,Canada,285.97,5.11
2020,12,France,207.97,2.05
1996,5,Japan,75.58,8.31
2006,12,Germany,241.17,11.4
2008,6,India,225.25,10.29
1992,11,Vietnam,223.15,6.09
2019,7,Vietnam,245.63,8.53
2024,7,Canada,209.88,6.33
2018,10,Canada,54.22,5.56
2003,10,USA,214.82,-0.94
2024,8,USA,250.22,5.74
2017,5,Canada,186.88,8.16
2019,4,India,95.85,5.83
2015,12,Canada,218.16,6.56
1996,7,UK,61.76,-0.3
2020,2,USA,164.97,-0.56
1994,8,USA,169.67,4.5
2024,4,UK,295.54,-1.45
2003,10,UK,95.2,9.95
2016,1,India,184.89,-1.6
2013,2,USA,223.44,-1.16
2018,1,Canada,53.67,8.47
2011,5,India,275.85,2.42
1997,1,Germany,224.38,5.9
2004,11,UK,206.22,-1.63
1994,12,Vietnam,210.55,2.1
1993,9,Canada,78.79,5.61
2000,11,France,289.5,1.01
2007,11,France,160.42,7.07
2019,4,UK,193.06,8.6
2004,10,USA,113.44,2.85
1995,3,Vietnam,77.86,2.04
2005,9,Japan,246.96,7.35
1998,4,India,196.79,7.42
2023,1,UK,147.52,1.01
2016,2,UK,89.6,0.62
2002,4,France,151.72,11.59
2016,11,USA,50.73,8.06
1998,1,USA,293.55,1.44
1994,6,Japan,208.25,7.25
2011,7,France,122.05,1.11
2020,1,Germany,266.0,9.51
1992,6,Germany,73.52,6.63
2019,3,USA,105.44,2.48
2010,7,France,130.57,3.79
2024,11,Japan,275.77,11.22
1995,2,USA,113.6,6.09
2017,2,Germany,154.62,5.83
2021,11,India,204.2,1.52
2014,4,UK,243.37,3.22
2021,11,France,215.86,10.12
2024,8,France,220.59,5.73
2011,3,UK,235.67,7.85
2013,8,Japan,196.79,3.38
2019,7,France,176.96,10.48
2021,5,France,257.52,3.15
2020,12,Germany,228.34,1.69
2012,4,Vietnam,169.45,7.62
2022,10,Japan,262.13,9.19
2014,10,Japan,93.98,1.5
2013,2,Japan,270.83,4.49
2020,9,UK,92.38,1.07
2002,4,France,111.86,3.35
1999,5,Japan,116.17,5.97
2012,2,France,66.01,9.94
2007,2,Germany,124.64,3.37
2021,2,Vietnam,119.22,4.45
2022,10,Germany,197.42,-0.65
2017,2,Vietnam,199.54,4.12
2005,9,India,187.22,8.13
2005,12,Vietnam,207.44,5.8
2007,5,Germany,60.05,10.44
1997,11,UK,224.7,6.1
2005,6,France,287.19,5.68
2000,4,Germany,208.01,7.16
1995,2,Canada,119.49,9.2
1990,3,Canada,127.36,-1.58
2001,3,Vietnam,241.49,8.02
2017,11,USA,77.87,0.42
2006,11,Japan,143.17,-1.11
1990,10,Vietnam,97.59,7.0
2021,8,India,100.03,8.52
1997,8,France,50.88,6.08
2013,6,Canada,271.91,5.08
1999,11,USA,129.28,2.1
1999,10,Canada,146.76,0.3
2014,11,Germany,56.4,5.57
1999,8,Germany,73.75,8.63
2008,3,Vietnam,105.61,2.91
2004,7,France,92.83,1.49
2005,5,Japan,259.86,5.31
1991,9,France,287.9,-1.05
2018,9,Japan,283.83,10.67
1993,5,France,103.41,6.91
2018,6,UK,81.66,4.7
2020,1,Vietnam,215.01,5.13
2006,12,India,119.82,5.99
1999,12,France,64.1,11.69
2016,4,UK,190.62,2.29
2004,1,Germany,116.61,-0.9
2020,4,France,129.71,10.61
2010,12,Canada,198.7,11.27
2015,1,Vietnam,224.32,6.68
2006,10,India,77.5,7.05
1992,4,India,62.66,0.62
2003,6,Vietnam,256.19,-1.91
2002,9,Canada,117.02,6.85
2016,2,Canada,181.42,8.8
1990,2,UK,246.26,-1.08
2006,6,Germany,63.75,9.55
2023,11,France,243.33,4.7
2003,10,France,189.59,9.63
2006,12,Germany,76.38,-0.51
1992,6,UK,219.07,6.87
2023,12,India,68.25,7.79
2014,3,India,127.8,5.36
1991,2,USA,183.98,7.19
2023,3,Vietnam,218.54,6.19
2015,12,UK,115.6,3.77
2020,12,France,95.09,8.94
1998,4,Germany,235.06,11.22
2019,4,USA,152.15,8.34
2009,7,Canada,100.84,1.0
2010,4,Canada,198.6,7.68
2018,10,UK,148.57,7.09
2014,6,Vietnam,204.93,-1.34
2014,6,Canada,245.53,9.09
1998,10,India,55.03,6.21
2015,3,Japan,138.9,10.44
2005,9,UK,137.76,8.26
2001,10,India,274.9,0.45
2013,5,Vietnam,299.25,10.14
2015,10,France,213.22,5.03
2009,9,France,151.97,0.68
1998,10,Japan,160.05,2.51
2012,6,Germany,215.88,0.36
2018,6,Canada,198.57,6.85
2020,9,France,264.86,7.31
2008,10,France,228.45,8.76
2009,5,Canada,83.52,1.91
2012,3,Japan,259.68,-0.35
2016,3,Germany,122.76,-0.62
2019,2,France,240.45,11.54
2010,2,France,63.85,2.45
2024,6,Japan,128.31,1.96
1996,8,Canada,230.95,4.78
2011,11,France,294.21,11.38
1999,8,Canada,150.47,11.13
2012,8,India,110.81,8.23
2004,10,USA,267.78,2.99
2019,7,Germany,260.33,1.32
2023,2,France,186.1,-1.29
2002,10,Vietnam,116.64,1.37
1993,11,UK,127.14,-1.25
2007,2,Japan,172.2,7.27
2012,10,UK,295.55,3.94
2022,7,Germany,77.75,9.04
2023,4,Germany,140.98,4.15
2023,6,Japan,265.23,3.63
2024,9,UK,290.44,9.89
2006,5,USA,62.66,6.18
2017,10,France,197.33,11.22
2003,4,USA,201.08,2.31
2023,3,France,176.15,6.96
2000,7,USA,60.78,10.46
2002,7,Vietnam,129.41,6.03
2022,7,Canada,160.06,1.65
1991,5,Vietnam,171.93,3.42
2023,10,USA,291.4,6.64
2018,8,USA,126.2,1.4
1993,11,Japan,64.79,4.9
2001,2,USA,80.02,7.95
2015,4,Germany,138.15,3.96
2017,1,Canada,244.62,4.97
1992,6,Vietnam,201.8,5.52
2009,6,Canada,245.49,11.56
1999,3,Germany,279.61,7.5
2007,1,France,80.21,7.91
2016,12,Japan,181.83,4.22
2020,5,USA,206.17,-0.27
2016,12,Vietnam,154.21,5.11
1990,1,Japan,163.21,5.5
1995,3,France,71.08,-1.76
2000,8,Japan,64.67,3.08
2023,10,India,60.74,2.91
2009,9,Germany,213.91,10.26
2010,3,UK,75.21,8.78
2010,9,Canada,142.12,-0.86
2007,7,Japan,279.27,7.77
2010,8,France,91.94,5.86
2008,6,France,168.21,6.58
1993,5,Japan,232.36,-1.35
2002,10,Canada,111.91,2.74
2007,8,Japan,55.46,-1.75
2018,12,Vietnam,244.47,1.91
2014,2,France,232.18,10.0
2002,7,Vietnam,295.0,8.53
2016,1,USA,201.62,7.45
2008,7,UK,127.29,11.76
1990,6,USA,82.43,-0.65
2008,4,USA,74.73,0.33
1990,3,UK,209.47,6.64
2006,9,India,137.33,7.92
2010,6,Germany,257.98,9.38
2011,6,Vietnam,81.13,9.63
2004,1,Germany,291.0,2.09
2021,5,Germany,64.95,5.43
1993,12,USA,245.46,10.44
2021,7,Canada,244.48,7.9
1993,4,France,203.29,7.85
1990,12,USA,298.14,1.12
2022,2,Canada,51.13,8.4
1996,9,USA,166.29,11.88
1998,6,Canada,76.44,-0.18
1990,9,India,178.71,-0.52
2005,8,USA,98.91,10.66
2007,1,France,161.6,8.33
1995,2,UK,59.51,4.62
1991,2,USA,163.32,2.1
1998,2,France,216.69,0.96
1993,4,USA,269.75,2.11
2012,7,Japan,281.84,11.98
1997,7,Vietnam,138.34,-0.13
2014,1,UK,251.93,3.05
2005,8,Japan,269.81,9.66
2024,4,Japan,292.39,7.85
2006,8,USA,159.89,0.04
2007,10,India,254.89,10.54
2016,9,France,115.09,6.92
2004,7,Canada,241.84,11.69
2006,3,Canada,249.9,4.75
1994,12,France,263.42,11.29
2005,3,UK,253.29,4.29
2004,5,USA,246.55,4.08
2023,7,France,220.72,10.61
2008,12,Germany,77.75,8.02
1997,7,Germany,143.01,1.89
1999,9,India,111.73,1.95
1994,1,UK,158.25,1.37
2015,3,UK,279.15,7.5
2011,1,Japan,203.51,-1.67
2012,6,France,70.98,6.33
2002,12,Germany,124.65,11.32
1998,10,France,262.96,-1.34
2009,7,Vietnam,143.83,2.52
2017,2,Germany,51.8,5.67
2013,9,Germany,243.86,8.54
2022,12,UK,85.17,7.41
2009,5,USA,80.49,10.35
2019,3,France,204.21,1.56
1998,7,France,192.24,9.41
2006,7,Germany,140.25,1.11
2003,1,Germany,101.92,2.54
2008,6,France,75.89,1.47
1996,3,India,80.4,7.64
1992,7,Japan,233.93,0.27
2022,5,Canada,275.07,2.91
2021,4,India,190.49,6.08
2000,10,USA,211.45,0.73
1991,7,India,293.29,10.53
2015,7,Vietnam,53.91,11.41
1993,8,Canada,88.98,7.07
2006,5,Canada,167.54,-0.04
2006,4,Canada,72.0,2.26
2017,1,India,115.47,11.11
2019,4,Vietnam,146.93,-1.06
2012,11,Germany,226.52,10.41
2013,10,Germany,83.03,2.58
2018,1,Canada,200.42,9.26
1993,7,France,62.96,2.04
2018,6,Japan,161.81,11.46
2008,7,Vietnam,74.67,1.59
2016,8,Japan,174.56,0.09
2018,6,India,153.88,-0.7
2024,2,UK,144.89,2.47
1995,2,UK,253.09,1.53
2012,9,Japan,179.06,-0.81
1997,6,USA,117.94,-0.61
1991,6,Japan,253.22,3.12
2002,1,Vietnam,180.18,3.97
2010,8,India,293.88,5.89
2020,11,Vietnam,173.78,3.29
2016,8,France,256.3,2.21
2012,4,UK,50.34,9.72
2010,7,France,112.81,9.25
2002,9,Vietnam,57.38,11.5
2015,11,Canada,187.02,2.93
1996,1,India,168.25,4.95
2011,12,USA,239.6,3.5
2012,5,Germany,78.2,5.62
2019,8,Vietnam,257.6,7.56
2007,7,Japan,68.04,11.42
2007,10,Germany,261.19,-1.11
1999,4,Canada,187.82,4.55
2019,3,UK,72.82,-0.97
2015,1,Vietnam,57.74,8.02
1996,3,USA,249.46,7.88
1996,2,Canada,129.28,8.93
1994,5,Vietnam,286.28,3.24
1990,1,India,296.88,8.03
2007,4,Japan,250.53,1.62
2002,8,UK,240.58,10.66
2014,9,USA,229.01,-1.35
1997,1,India,99.7,11.49
1999,3,India,88.45,-1.52
2021,6,Vietnam,151.1,7.7
2006,5,France,286.3,2.23
2004,12,UK,58.29,2.09
2004,1,India,255.14,1.99
2009,2,Canada,152.95,9.64
2004,2,Germany,58.09,-0.14
2024,7,Germany,94.58,4.09
1995,6,USA,295.31,9.59
2019,6,Germany,253.79,11.46
1997,1,France,257.03,0.28
2020,1,UK,187.25,3.16
2021,4,Canada,59.86,10.38
2004,10,USA,254.51,8.35
2007,6,Japan,168.37,3.47
2002,11,India,228.69,5.44
2013,6,Germany,236.44,-1.61
2003,5,Japan,60.08,-1.95
2017,4,India,106.32,10.64
2000,2,UK,258.23,1.69
1995,7,Japan,172.84,8.78
2014,12,USA,57.95,0.03
1990,6,UK,289.8,9.39
2014,7,Germany,204.52,6.77
1991,3,Japan,149.86,-0.74
2021,1,Vietnam,275.19,1.05
2002,1,France,83.02,4.21
2022,4,UK,293.64,8.27
2021,4,UK,114.94,11.02
2013,7,Japan,190.15,-0.77
2016,7,Germany,254.5,9.39
1993,4,UK,116.39,9.97
2013,7,Vietnam,122.77,5.61
2012,8,Japan,197.76,11.75
2018,9,UK,68.45,9.08
2023,6,USA,239.5,10.37
2010,4,Japan,127.13,4.75
2019,10,Japan,289.11,6.5
2015,2,Vietnam,122.15,10.27
2009,9,UK,285.3,-1.18
2005,12,Canada,78.33,7.27
1992,7,Japan,150.16,4.83
2014,6,USA,212.38,11.85
2012,4,France,115.36,5.29
1990,4,Vietnam,236.65,0.81
2022,2,Germany,298.23,1.3
2004,1,USA,285.56,10.5
2006,5,Vietnam,294.57,-0.47
2023,6,France,63.71,2.06
2006,10,Vietnam,201.23,-1.47
1993,9,Japan,264.74,9.17
2002,1,Japan,268.47,10.87
1993,5,UK,171.81,0.05
1996,11,India,52.89,6.65
1998,5,India,242.1,7.4
2012,9,France,284.68,0.13
2022,11,Germany,51.07,1.88
2022,11,UK,60.93,7.3
2009,4,Vietnam,243.43,-1.11
1993,3,USA,244.71,11.3
1990,3,UK,102.63,7.56
2023,6,UK,229.35,3.75
2016,11,USA,270.78,4.56
2010,1,France,114.4,0.12
2013,1,Canada,161.73,1.29
2004,1,France,171.55,10.98
2024,7,UK,153.58,4.7
2014,5,Canada,131.59,0.87
1998,11,Japan,297.33,7.07
2006,9,Germany,192.63,2.78
2010,12,India,228.78,9.91
2002,11,France,76.65,8.91
1992,3,USA,177.38,2.81
1993,6,France,274.02,7.24
1993,7,India,228.31,1.22
2017,3,France,119.97,2.15
1996,9,Japan,260.71,11.02
2015,2,India,63.09,-0.29
2000,12,Japan,296.37,0.37
2013,12,India,239.44,3.94
1999,7,Canada,287.72,6.49
2002,10,Canada,263.84,1.43
2008,4,Germany,242.78,0.78
2008,9,Japan,160.58,9.8
2001,7,USA,251.89,7.58
2011,8,USA,68.99,8.18
2019,11,UK,107.06,11.82
2001,10,UK,271.87,4.95
2018,3,Germany,224.77,1.11
2010,6,Canada,96.59,6.74
2000,4,India,153.88,-1.7
2007,4,Vietnam,228.35,5.25
2016,12,Canada,249.08,7.98
2001,2,India,260.11,3.71
2012,11,France,86.99,3.72
2023,10,Vietnam,51.7,-0.28
2012,9,Vietnam,83.61,5.42
2014,11,Japan,173.06,3.05
1993,1,Vietnam,280.44,9.13
2019,1,Germany,98.45,0.98
2019,7,Canada,242.84,5.11
2002,10,Vietnam,219.71,0.04
2003,7,Japan,290.96,6.22
1997,4,France,122.7,4.77
2013,8,USA,221.48,8.36
2007,5,Canada,57.39,-0.03
2024,6,USA,110.03,4.38
2014,12,India,206.32,-1.84
2006,4,UK,292.63,9.9
2021,3,UK,149.77,3.75
2013,2,USA,216.09,8.49
1996,8,Japan,68.4,3.15
2002,11,India,52.85,7.47
2016,5,Japan,87.52,9.89
1994,10,UK,195.35,7.93
2015,6,France,252.41,4.04
2020,6,Germany,140.74,9.74
1999,4,Canada,225.09,5.99
2015,9,Canada,169.12,4.8
2011,7,UK,254.57,10.76
2001,12,Japan,76.02,10.23
2021,12,UK,196.01,3.42
2016,10,UK,282.88,1.1
2022,12,UK,72.15,3.24
2009,8,UK,115.78,-1.33
2002,7,India,118.29,4.25
2003,4,USA,213.22,-0.09
2011,9,UK,245.31,4.33
2007,2,France,209.94,5.63
2018,5,Vietnam,161.9,7.16
2005,2,UK,112.63,3.32
2024,8,India,282.23,2.77
2023,9,India,95.32,0.22
1992,3,Germany,242.3,3.43
1993,5,India,89.24,-0.07
1994,9,Germany,155.71,4.1
1999,6,France,125.34,9.26
2018,3,Germany,121.82,8.82
2021,6,France,126.5,9.43
2020,9,UK,256.34,9.67
1991,11,Vietnam,107.98,2.68
2001,11,Canada,106.31,11.62
2016,10,Japan,133.1,7.06
1994,7,Vietnam,212.49,-0.75
2016,4,Canada,188.51,4.8
2012,4,France,156.18,11.08
2022,1,UK,284.92,-0.44
1993,3,USA,92.96,5.7
2010,12,Vietnam,80.09,9.07
2013,9,Canada,94.16,8.03
2020,1,Germany,201.54,8.52
2013,2,Japan,247.18,10.29
1999,2,India,236.31,7.99
1991,8,Canada,277.63,1.05
2020,6,India,233.1,3.87
2014,7,India,299.95,5.74
1993,11,Japan,187.37,11.54
2000,4,France,298.71,7.08
2006,11,India,184.37,9.48
1991,4,India,70.18,3.14
1995,4,Germany,251.11,1.04
1998,12,India,271.52,1.24
1994,6,France,162.05,10.39
2009,12,France,87.21,11.38
2018,12,Canada,284.21,5.39
2010,4,Japan,275.31,9.97
1998,1,India,115.72,8.38
2017,1,UK,92.55,0.67
1997,8,France,73.43,10.19
2020,2,Germany,105.38,10.81
2009,12,USA,256.07,-1.27
2016,9,France,195.75,-0.41
1997,10,UK,170.78,1.67
2010,8,France,274.76,0.04
2017,1,USA,135.41,5.0
2012,10,Japan,166.58,-0.52
1995,11,USA,288.65,7.57
1992,8,Vietnam,119.13,1.81
1994,9,France,223.02,-0.03
1998,4,Vietnam,92.01,9.07
1996,7,USA,188.6,4.39
1993,4,Vietnam,262.85,-0.55
1994,3,India,124.6,2.85
2000,11,Germany,93.93,-0.22
2004,1,France,268.67,-0.73
2023,2,USA,94.8,10.2
2002,7,Canada,277.0,8.42
1996,6,Vietnam,230.93,2.38
1995,8,Japan,92.83,11.03
2019,11,France,274.2,1.11
2011,3,Japan,111.7,2.66
2014,6,Japan,113.95,6.25
2017,12,Vietnam,239.28,9.98
2009,6,France,204.17,7.4
1992,12,India,257.16,-0.18
1994,2,France,148.56,-1.41
1990,1,UK,231.64,3.23
2004,2,India,187.91,11.7
2015,9,India,179.67,8.7
1992,6,USA,207.43,9.66
2023,3,Germany,277.97,8.5
1994,10,Canada,207.32,6.47
2020,7,Japan,186.3,11.93
2002,1,Germany,296.17,5.93
1990,8,UK,257.24,5.23
2011,10,France,53.23,2.29
2004,7,Germany,109.53,-0.48
2015,3,Germany,159.23,-1.83
2007,4,UK,160.49,8.34
1998,11,UK,288.32,8.33
1990,7,Canada,125.23,6.12
1998,4,Canada,292.52,9.93
2012,5,Canada,58.25,7.59
1991,12,Canada,276.03,3.48
2003,1,Japan,209.37,10.92
2007,5,Japan,152.39,-1.25
2005,10,France,297.56,6.24
2018,10,Canada,299.47,9.3
2000,12,UK,154.98,6.27
1995,4,UK,98.34,-1.83
1992,3,France,164.18,3.43
2003,12,Vietnam,258.21,2.99
1991,9,India,226.05,4.94
2021,1,Japan,64.75,9.71
2020,10,Vietnam,105.7,-0.46
2000,5,Vietnam,166.49,-1.2
2011,10,Canada,289.61,8.99
1992,2,France,204.2,1.89
2020,5,Japan,62.67,11.45
2022,5,India,145.89,5.97
2013,10,India,276.69,4.1
1990,11,Vietnam,176.48,2.84
2004,1,Canada,74.27,11.28
2016,4,Japan,199.62,11.69
2016,7,India,219.37,2.83
2001,1,Japan,238.18,11.61
1992,12,Vietnam,133.93,6.02
2019,10,Canada,225.25,3.19
2021,2,USA,130.04,11.75
2012,4,Vietnam,180.08,11.83
1991,10,Canada,54.88,11.08
1996,2,Vietnam,218.53,3.88
2023,2,France,144.59,9.08
2021,1,Japan,226.25,11.8
2021,2,Vietnam,291.09,-0.59
2003,3,India,70.27,0.31
1992,4,UK,264.85,-0.09
2021,1,Germany,108.15,2.71
2006,1,Vietnam,110.54,-0.06
1992,7,Germany,106.51,10.99
1999,5,Germany,84.38,4.92
2007,7,Germany,99.03,5.01
1992,10,UK,235.6,8.04
1999,9,France,242.11,1.13
1998,1,France,290.31,10.96
2000,8,Vietnam,75.94,2.37
2022,10,Germany,87.64,4.37
2015,4,Vietnam,271.28,6.62
2016,9,France,191.15,10.23
2011,2,France,186.29,8.99
2015,9,France,242.98,5.88
2011,8,Canada,188.24,8.81
1994,6,USA,65.54,3.09
2024,5,India,274.79,4.04
1991,3,France,83.48,4.93
2024,1,Japan,170.04,10.78
1998,6,France,141.13,1.17
2007,10,UK,142.47,7.21
2001,5,Germany,121.06,5.28
1992,8,Germany,289.3,8.6
2007,1,Germany,71.03,10.18
1996,10,Vietnam,250.62,-1.78
2022,1,India,148.13,3.05
1995,7,UK,63.16,8.61
2007,8,USA,193.26,10.33
2011,10,Canada,143.05,4.4
1998,12,Japan,105.15,2.99
2024,1,USA,142.6,2.17
2012,9,France,294.28,10.32
2001,7,USA,241.48,6.96
2013,7,Vietnam,254.99,3.16
1998,8,Germany,181.38,4.74
2002,8,UK,123.87,-0.38
2006,1,Germany,187.05,10.56
1996,4,Canada,186.39,5.91
2006,11,Canada,87.08,6.36
2013,9,Japan,215.5,9.39
1991,3,Vietnam,245.32,3.78
2024,6,UK,187.23,2.18
2017,4,Canada,149.21,7.58
2008,1,USA,209.71,2.03
2022,3,Germany,184.32,3.35
2010,3,USA,70.77,5.62
1999,3,Vietnam,143.62,3.79
1998,11,Japan,281.58,11.87
1995,6,Vietnam,65.38,11.23
2024,9,India,120.96,5.86
2007,7,Japan,264.14,2.55
2008,7,Vietnam,50.33,2.98
1994,1,UK,285.29,2.45
2014,9,India,222.04,9.02
2000,4,Vietnam,144.78,0.69
1999,8,USA,57.12,0.25
2006,12,India,61.41,4.39
2015,1,Canada,123.89,7.29
2020,8,Vietnam,214.78,6.63
2021,9,France,66.82,1.66
2010,5,Germany,270.41,4.15
2007,7,USA,264.41,2.61
2007,11,Vietnam,121.29,7.68
1990,10,Vietnam,98.62,-1.38
2003,2,India,157.36,9.59
1997,1,Japan,120.58,10.12
1991,12,Canada,287.6,4.8
2004,11,India,195.68,5.55
2023,6,UK,234.02,-0.45
1990,9,USA,182.65,6.65
2010,12,Canada,259.15,8.74
1990,1,India,74.44,6.51
2021,10,USA,230.67,8.3
2009,1,Japan,241.89,8.17
2019,4,UK,140.07,-1.54
1996,10,USA,71.35,4.06
2011,6,UK,213.32,5.19
1999,9,Japan,126.02,1.97
1997,2,Canada,195.91,5.9
2016,5,USA,270.26,10.52
1999,7,France,257.99,11.53
2003,12,Japan,193.97,10.25
2000,4,Japan,77.15,1.66
1995,6,Vietnam,161.88,10.93
2010,6,UK,231.46,9.51
2022,4,Japan,191.75,0.0
2008,4,Japan,132.32,10.6
2013,9,India,127.1,7.33
2007,11,USA,219.61,9.67
2024,1,Vietnam,207.92,5.19
2008,5,France,198.06,11.57
2013,11,Vietnam,288.0,8.62
2023,9,Japan,273.71,1.26
2011,9,Canada,128.5,11.21
1993,9,Germany,112.24,6.66
1999,2,Germany,280.68,4.45
1991,7,India,102.08,5.37
1997,10,France,294.29,-0.13
2022,8,Japan,103.86,10.16
2017,1,India,77.07,1.14
1999,2,Germany,147.67,8.69
1990,1,USA,275.25,8.61
2023,9,Japan,232.84,10.59
1992,10,India,199.65,8.88
1998,11,USA,225.39,4.4
1994,5,India,180.04,10.16
1999,4,Canada,129.46,8.26
2001,8,USA,174.25,4.41
2007,3,Canada,144.95,5.36
2010,8,Canada,242.01,-0.19
2010,3,USA,91.68,11.1
1990,6,India,162.46,8.6
1992,4,Germany,76.67,6.58
1994,8,India,60.82,-1.94
2014,7,France,108.12,-1.16
1997,12,Canada,90.26,-0.4
2006,5,Vietnam,245.46,3.31
1998,3,Vietnam,90.1,-1.31
2021,5,Canada,218.09,0.42
1995,4,UK,175.72,3.58
2010,8,Japan,140.28,4.29
1996,11,Germany,65.42,2.56
1996,5,Germany,154.23,6.82
2016,10,India,192.17,7.61
1997,10,Japan,79.43,-1.43
1998,5,Vietnam,277.41,4.81
2017,2,UK,77.7,9.39
2004,9,India,257.64,10.17
1991,6,Canada,245.81,-1.54
1996,11,Japan,271.17,8.11
2007,1,France,76.54,5.11
2011,3,India,165.05,5.58
1999,4,Vietnam,128.63,3.46
2022,10,Canada,221.42,11.68
1996,10,Japan,96.78,9.18
1992,2,Germany,72.49,2.37
2003,11,India,104.7,4.35
2002,10,Canada,297.98,10.44
2005,4,UK,113.75,8.32
2005,2,France,121.65,8.96
1994,6,Japan,230.46,8.8
2014,10,UK,127.94,7.71
2015,9,UK,182.1,7.29
2002,1,Canada,237.71,2.61
2015,5,India,133.71,0.96
1990,9,Japan,140.17,4.41
1997,11,Vietnam,105.82,11.01
1993,7,Canada,237.48,2.91
2010,11,France,298.23,9.37
2011,6,USA,65.59,6.01
1992,7,Canada,151.75,9.44
2008,9,UK,135.82,4.64
1990,3,Japan,138.7,7.44
2018,8,Germany,181.06,-0.44
2012,1,UK,214.67,2.98
2022,10,UK,172.8,0.61
2012,6,UK,240.35,2.73
1994,9,France,65.82,-1.49
1996,1,Vietnam,250.18,0.05
1995,5,Germany,270.68,10.51
2011,8,France,199.37,10.36
2002,10,Germany,129.95,0.58
2001,11,India,168.46,0.82
1993,6,USA,198.85,11.23
1997,6,India,249.07,7.45
2020,3,USA,245.97,11.99
2015,8,UK,136.83,0.53
1997,1,Japan,158.26,-0.04
