year,month,country,energy_source,consumption_TWh,co2_emission_mt
2007,6,Japan,wind,3420.9,1327.43
2013,1,Brazil,hydro,3640.29,1575.13
2024,6,China,solar,2798.93,198.49
1990,5,USA,coal,1349.04,1222.89
2014,1,Japan,coal,4834.1,1589.08
2023,11,China,oil,791.76,1399.95
2014,1,Brazil,oil,4811.97,557.32
2005,3,France,hydro,205.88,262.31
2023,4,Brazil,oil,1209.08,31.95
2018,1,Brazil,hydro,3090.69,1671.4
2008,12,China,nuclear,2879.69,780.27
2012,10,USA,solar,3106.34,1121.5
2008,7,India,coal,3599.92,1634.12
2014,2,Germany,solar,387.73,638.31
2005,11,China,hydro,3251.39,1570.67
1998,4,Brazil,gas,3641.57,734.59
1990,12,UK,wind,4115.63,1476.89
2008,9,Brazil,hydro,3380.48,870.37
2022,8,India,coal,1851.16,596.54
2023,2,France,coal,3774.13,579.51
2005,11,Japan,solar,1136.46,766.67
2007,11,Germany,gas,591.3,1171.68
2023,9,India,solar,2431.7,1778.1
2014,1,Brazil,hydro,2150.19,1926.96
1995,6,India,coal,3219.03,893.11
2010,3,USA,hydro,3070.7,420.93
1995,1,UK,oil,328.61,1281.35
2021,8,France,hydro,3184.49,1718.21
2020,6,France,coal,1478.06,144.56
1999,4,Brazil,gas,3687.75,749.1
2019,3,Germany,oil,2384.03,1793.25
2007,10,France,gas,3032.59,1206.29
2013,2,France,gas,3053.74,1518.58
1998,5,Brazil,nuclear,1926.42,1751.47
2020,8,India,gas,2555.05,249.3
2004,12,USA,wind,2546.94,719.52
1993,8,Germany,wind,3690.66,1677.73
1998,3,USA,wind,1998.92,1513.35
1998,9,Germany,hydro,2788.01,878.22
2015,10,India,wind,2684.36,1823.37
1993,5,China,wind,1502.99,77.06
2006,7,Brazil,wind,4919.09,87.61
2005,11,Brazil,coal,489.5,1762.2
2004,9,Japan,coal,1798.66,787.58
2024,7,Japan,hydro,4817.93,269.14
1994,10,UK,gas,3173.18,152.26
1994,3,France,nuclear,792.54,1622.43
2009,2,Japan,solar,421.35,756.27
2004,12,Brazil,solar,1861.31,1373.69
2007,7,China,nuclear,755.23,1810.53
1991,10,China,hydro,3059.49,1767.76
2018,8,India,solar,3529.21,712.07
2002,12,France,hydro,4647.35,915.27
1993,12,USA,solar,713.03,1226.13
1999,4,France,coal,418.33,1782.43
2020,1,UK,solar,3130.35,379.5
1997,6,China,hydro,1234.28,1072.75
1992,9,USA,oil,1717.33,72.02
1998,4,UK,gas,858.15,1246.68
2019,3,India,solar,1794.27,1310.77
2000,6,Japan,oil,1414.52,265.27
2024,6,UK,hydro,4164.71,944.71
2002,4,Japan,wind,741.9,1224.37
2002,7,Brazil,gas,2116.92,8.81
2001,11,Germany,hydro,1808.53,1138.58
1999,2,Brazil,nuclear,962.46,1451.28
1998,1,Japan,solar,1589.95,1102.41
1996,11,Brazil,wind,3706.54,1972.94
1991,6,India,coal,4037.94,1859.22
2012,3,China,wind,1766.38,909.72
2010,3,Germany,hydro,1918.83,1916.18
2012,1,Brazil,oil,3261.65,1218.21
2018,2,USA,coal,2736.27,1013.15
2003,3,China,nuclear,2477.67,835.74
2015,1,Germany,nuclear,3967.97,1649.73
1994,8,Japan,wind,4518.89,661.07
2020,6,Japan,solar,1711.8,1440.87
2014,9,India,wind,161.65,1131.52
2020,1,Germany,solar,1892.53,967.22
2009,11,France,nuclear,1561.19,866.64
2006,12,Germany,hydro,3298.84,653.63
1991,4,Japan,nuclear,3982.94,336.15
2014,4,Japan,coal,1573.34,1871.36
2002,5,China,hydro,407.66,526.06
2017,11,Japan,hydro,1849.44,1107.94
1995,2,Germany,gas,2435.88,905.42
1992,1,UK,coal,1379.9,1552.04
2024,12,Japan,hydro,1752.93,1802.12
2007,9,Brazil,coal,2765.61,812.63
2000,5,China,hydro,3684.21,1677.97
2009,8,UK,solar,2761.07,1590.83
1994,12,Germany,nuclear,2035.55,1248.58
2008,3,Japan,solar,4440.05,1768.43
2011,4,France,gas,3631.58,1310.07
2008,4,UK,oil,4288.5,1947.77
2005,6,France,gas,3464.31,773.99
2013,4,India,wind,1724.82,739.94
1993,5,Japan,solar,2572.94,525.42
2004,12,India,wind,3740.11,1940.99
2014,5,Germany,gas,4458.97,1954.11
2024,8,UK,coal,2982.56,1526.5
2003,9,Germany,coal,3299.29,962.62
2008,11,India,oil,4267.6,1181.12
1996,8,Brazil,coal,2098.0,1217.68
2019,12,UK,nuclear,2151.93,657.3
2008,5,India,wind,4641.1,567.34
2014,12,UK,wind,4325.29,942.02
2005,12,Japan,solar,2844.08,871.42
1997,6,China,coal,4906.47,1950.46
2007,4,Brazil,wind,4835.71,69.87
2017,2,Germany,oil,3023.32,588.42
2005,11,France,hydro,1615.28,268.52
2008,11,France,coal,795.12,139.8
2006,5,Japan,solar,2179.0,485.64
2002,1,Japan,gas,3886.23,905.82
1996,1,UK,wind,1793.79,1567.29
2016,1,Japan,gas,1452.14,902.12
1999,4,Japan,coal,3420.17,1165.56
2023,5,UK,nuclear,3026.43,1845.94
2014,4,China,wind,3219.88,786.9
1995,6,Brazil,gas,261.53,667.75
2013,2,USA,nuclear,2237.53,114.2
2007,5,China,oil,4056.67,1397.21
2012,6,UK,coal,4923.76,303.72
1995,5,Japan,hydro,601.73,254.78
2018,6,Japan,gas,3615.94,227.25
2014,8,France,hydro,1692.67,1899.97
2006,2,USA,solar,2000.37,776.45
2013,7,Brazil,gas,2889.49,41.98
2000,6,Japan,nuclear,745.58,176.41
2015,10,Brazil,wind,599.92,965.06
2023,8,India,gas,922.73,590.14
2017,9,Germany,wind,603.58,79.59
1992,8,France,oil,115.71,341.9
2000,5,USA,nuclear,4638.15,1147.58
2003,4,India,solar,4681.4,1863.02
2015,3,Japan,hydro,452.4,1043.44
2010,10,France,nuclear,4911.81,167.77
2019,9,UK,gas,2338.87,624.09
1997,7,USA,oil,245.08,53.2
2009,1,China,oil,4428.38,431.65
2021,3,Japan,oil,3395.7,1289.81
2011,12,Germany,solar,4751.66,722.13
1996,3,Japan,solar,4450.02,1528.28
1998,6,France,wind,2519.91,1412.11
1990,2,China,hydro,1200.97,1335.4
2018,4,Brazil,nuclear,2272.85,1670.55
1997,12,China,coal,211.15,1757.83
1993,2,Germany,hydro,2775.47,1170.55
2024,5,China,nuclear,1325.18,1741.53
1992,4,UK,oil,4111.56,342.31
1996,4,China,gas,250.06,262.69
2016,12,France,wind,3353.22,1084.18
1990,4,UK,gas,3767.31,1978.54
2016,4,China,gas,4349.28,1718.28
2005,5,Japan,solar,2418.31,17.52
1996,2,UK,gas,1720.69,107.94
2012,6,USA,coal,2937.76,590.79
2000,1,UK,nuclear,1201.73,1669.97
2022,10,France,nuclear,2797.18,1898.45
2006,2,Japan,hydro,4390.8,1900.95
2024,3,Germany,gas,4533.16,1582.21
1994,2,China,hydro,2569.71,682.49
2021,3,Japan,gas,2630.91,569.74
1992,8,USA,coal,408.0,670.03
2024,3,Brazil,coal,1441.78,620.42
2003,11,China,oil,3375.32,1358.38
2020,10,Japan,gas,4691.04,394.73
2020,1,UK,solar,1991.84,793.61
2006,11,China,gas,2639.68,1864.96
2013,8,France,wind,4340.79,1633.1
2012,8,Japan,nuclear,871.34,869.89
2007,7,India,coal,4557.54,403.07
2003,4,USA,solar,2517.08,1592.18
2004,12,Japan,wind,1161.37,716.72
2004,5,India,wind,3797.41,18.47
1995,12,China,nuclear,185.11,1579.44
2016,12,UK,hydro,11.29,1705.72
2004,11,USA,nuclear,1931.12,806.23
1997,10,Japan,wind,4310.5,1946.21
2004,6,USA,gas,1108.74,1901.63
1992,6,France,nuclear,1239.43,652.31
2002,7,UK,oil,3511.98,1515.8
2023,4,USA,solar,1598.48,1287.54
2013,8,France,wind,3534.25,1195.2
2021,2,Japan,solar,2124.23,1912.13
2021,9,UK,nuclear,2553.67,1586.55
2019,6,Japan,oil,2210.14,1372.9
2002,12,India,wind,3433.43,483.85
1990,1,China,gas,2500.43,615.79
2023,1,USA,hydro,3996.59,683.53
2004,8,USA,solar,2911.83,1365.84
2003,10,USA,solar,4117.67,1116.21
2018,10,India,coal,2950.95,1547.38
2023,7,UK,wind,2604.31,1785.54
2007,3,Japan,oil,1747.06,200.34
1996,8,Brazil,wind,3013.62,1999.48
2018,8,Brazil,coal,3037.37,534.68
2020,7,UK,hydro,609.05,1858.93
2014,5,India,wind,610.43,817.21
2003,8,China,nuclear,683.75,408.76
1997,5,Japan,hydro,1978.95,596.36
2016,1,India,solar,4439.64,1070.38
1991,8,Japan,hydro,4515.58,1389.07
2006,7,USA,solar,1770.23,771.93
2003,7,China,solar,1406.87,1198.43
2014,2,Germany,wind,204.97,1765.73
2019,11,France,gas,1196.78,212.75
2018,12,China,oil,1774.05,932.18
2009,12,Japan,solar,4663.39,900.0
2010,12,India,hydro,549.9,1079.28
2011,3,Japan,solar,350.31,708.51
2024,12,France,solar,1116.69,1708.07
2005,3,USA,oil,4019.99,414.26
2006,12,France,solar,2693.06,777.92
2005,12,Japan,oil,2973.73,1947.93
1991,11,China,hydro,2201.89,1226.77
1993,10,UK,coal,3665.64,556.68
2010,6,China,hydro,3088.6,470.56
2023,6,Germany,gas,1526.32,1354.33
2019,3,Brazil,nuclear,3991.21,1446.55
1995,11,Japan,wind,1369.65,343.75
2006,5,Japan,wind,4828.66,1818.95
2014,9,Japan,nuclear,4352.08,560.65
1994,7,France,gas,2646.21,1621.46
1994,9,China,hydro,4713.49,642.16
2009,2,France,hydro,449.92,673.19
2005,10,China,hydro,881.12,387.45
1998,10,Japan,solar,3986.54,122.33
1994,1,China,coal,2601.75,199.66
1991,2,USA,wind,3494.63,1933.5
1998,6,India,nuclear,2153.52,34.38
2011,10,USA,coal,2023.24,1928.46
2011,7,China,wind,4150.82,1704.04
2011,8,UK,wind,3891.73,108.67
2023,11,UK,wind,1290.86,22.29
2018,6,Brazil,oil,1952.74,1012.7
2022,6,UK,solar,3455.14,1038.2
2007,3,France,wind,2362.65,268.46
1996,9,China,wind,1170.74,760.46
1990,11,China,oil,2422.57,1741.94
2022,2,Germany,gas,1708.82,317.27
1990,11,Germany,coal,1525.75,1291.82
2013,5,France,hydro,167.65,124.05
1993,3,India,hydro,3352.6,1449.64
1993,1,China,coal,3667.25,605.97
2007,2,China,wind,1295.84,491.12
2016,6,UK,hydro,4886.04,1932.94
2021,10,France,hydro,4918.01,1797.84
2022,1,Germany,coal,4695.96,1876.34
2017,11,Japan,oil,653.57,85.73
1995,2,Japan,coal,4428.55,539.04
2005,10,USA,wind,1653.35,237.92
2023,5,Germany,wind,774.0,1080.66
2012,1,Japan,nuclear,2912.22,675.82
2013,11,France,nuclear,553.94,587.85
2002,11,India,solar,1901.25,1477.11
2007,10,France,nuclear,1196.46,210.49
2002,4,USA,gas,2668.44,882.78
2006,5,UK,gas,2897.07,1506.06
2004,5,France,oil,3227.32,876.29
2007,5,Germany,coal,2247.09,246.33
2012,10,Japan,oil,1885.95,1336.22
2019,9,China,nuclear,2523.35,962.12
2023,9,Japan,nuclear,1995.43,1376.19
1993,5,France,gas,4804.6,851.27
1992,6,India,nuclear,4681.32,596.09
1996,8,India,solar,2775.98,539.17
2007,12,USA,gas,2114.18,1541.79
1996,7,USA,oil,2286.54,785.63
1995,6,France,coal,4944.74,1935.81
2011,4,India,wind,1540.11,836.44
1990,3,Germany,wind,2288.88,1848.75
1993,4,China,solar,2869.63,387.24
2018,3,UK,coal,426.45,1601.5
2010,8,China,coal,1989.03,806.74
2015,6,France,coal,1275.19,437.92
2003,6,France,hydro,2827.98,396.6
1998,1,Germany,solar,1392.53,89.14
2001,5,Brazil,oil,2324.18,1686.58
1995,8,USA,solar,2577.2,212.29
2009,11,UK,solar,1503.07,511.19
2013,2,China,wind,3757.5,1358.37
2016,3,China,gas,511.57,836.97
1997,12,UK,oil,818.24,82.69
1990,9,India,oil,145.13,321.86
2013,12,UK,hydro,515.3,1534.51
1996,4,China,hydro,1443.49,1073.32
2008,11,UK,coal,571.94,1168.09
2011,10,Japan,solar,2190.3,559.42
2024,12,China,coal,1291.73,1205.79
2019,5,Japan,wind,2634.08,1062.09
2018,12,Germany,nuclear,3258.18,936.76
2011,12,France,wind,4784.07,450.69
2000,11,Japan,nuclear,4774.29,1417.97
2009,7,France,hydro,3580.72,1088.71
2018,5,India,coal,3311.17,889.49
2023,2,UK,gas,2400.44,1229.35
1990,7,Germany,hydro,3399.92,717.41
2020,11,Germany,nuclear,4294.18,1444.51
2019,6,France,oil,4707.83,1669.24
2007,11,India,gas,3914.16,1872.89
2006,9,USA,wind,4011.29,677.53
2003,2,UK,solar,1131.7,973.99
2012,2,Japan,gas,4379.63,869.5
2014,8,Brazil,hydro,3783.37,227.0
2004,10,Brazil,nuclear,1688.42,701.1
2011,11,India,gas,734.0,1585.92
1992,1,Japan,oil,1141.63,589.36
2008,8,France,coal,603.48,631.23
2023,5,India,hydro,2044.57,466.42
2024,1,China,nuclear,4960.3,1354.17
1990,10,Brazil,nuclear,924.73,818.91
2010,11,India,solar,2505.25,402.35
2018,1,India,gas,228.28,1888.18
1995,6,UK,hydro,4399.97,1477.0
1990,12,Brazil,coal,4208.16,725.02
1990,10,India,coal,91.02,648.92
2016,11,Japan,nuclear,1448.43,1615.31
2010,2,India,wind,2468.25,481.99
2005,2,USA,nuclear,2061.87,141.23
2015,1,Brazil,coal,3262.85,1293.09
2005,1,Germany,oil,1665.83,567.18
2017,4,UK,nuclear,440.18,269.72
1990,5,USA,solar,3963.75,1732.1
1999,4,Japan,solar,3775.58,1614.23
2006,6,UK,hydro,1906.1,1215.27
2012,8,France,solar,561.43,599.94
1996,11,Brazil,wind,1560.4,743.17
1996,11,Germany,gas,4028.71,142.66
2004,2,France,nuclear,2942.24,1834.54
2023,1,India,wind,1376.11,685.35
1993,2,India,oil,277.53,217.9
2003,10,Japan,solar,4336.09,1646.61
2003,11,China,gas,1311.28,1845.09
2005,6,France,solar,2120.93,1005.51
1996,11,Brazil,oil,1920.85,514.68
2021,4,Germany,oil,2923.06,1084.89
2008,7,India,gas,2085.35,982.64
1991,2,Brazil,nuclear,4261.99,224.8
1999,1,UK,solar,1712.27,1289.62
2006,5,Japan,solar,3554.27,958.06
2001,9,France,coal,470.21,1331.64
1995,6,UK,solar,910.91,570.29
2011,6,China,gas,2884.56,1834.87
2021,1,India,gas,507.5,1179.54
2009,1,UK,coal,1900.92,1261.57
1990,4,Japan,gas,4516.53,1697.69
1995,2,Germany,solar,1370.81,336.93
2008,3,Japan,hydro,1855.61,1623.96
2007,11,China,wind,1575.56,1873.03
1995,6,India,nuclear,2037.81,856.91
2022,10,Japan,coal,4538.6,257.36
2012,1,France,wind,603.76,1135.78
2012,11,Brazil,nuclear,373.76,1300.73
2015,12,India,coal,326.62,1392.4
2002,12,China,gas,4921.76,1943.26
1996,11,France,gas,3871.77,278.31
2004,10,Brazil,nuclear,3512.4,1546.27
2016,2,France,wind,3747.03,573.71
2015,4,USA,oil,635.17,1775.44
2022,6,Japan,hydro,1616.88,1589.99
2004,3,UK,nuclear,1928.33,606.42
2016,9,UK,gas,2325.89,903.32
1994,10,China,nuclear,336.63,145.67
1991,4,India,nuclear,1570.79,1940.02
2022,7,Brazil,gas,1594.88,1855.11
2005,11,USA,solar,3987.97,1979.75
2012,5,Germany,oil,1588.08,1821.04
2005,6,France,solar,2993.09,112.18
2003,9,India,solar,2384.4,1657.37
2018,9,UK,coal,2759.97,1945.96
2015,6,Brazil,oil,110.07,81.52
2024,2,France,gas,3883.47,1989.44
2004,9,China,nuclear,1346.83,1358.45
1992,11,USA,hydro,2543.47,375.45
2012,2,France,coal,4352.59,412.42
2018,2,UK,solar,48.3,1707.19
2023,2,UK,solar,2017.83,38.33
2022,7,Japan,nuclear,4352.64,540.76
2012,11,India,oil,3830.74,876.66
1996,4,China,coal,2597.32,846.45
1992,8,USA,hydro,556.14,61.45
2021,8,India,oil,1398.02,194.32
2020,1,Germany,coal,2245.08,1181.14
2007,1,UK,solar,1185.34,161.98
1996,4,India,nuclear,114.19,1087.84
1990,2,Japan,solar,4955.74,341.09
2003,3,UK,hydro,2353.8,1586.51
2021,10,India,nuclear,1913.35,997.06
1995,2,China,gas,3205.99,1389.95
1999,10,Brazil,hydro,3096.26,1503.93
1996,9,Japan,wind,307.53,382.52
2015,6,USA,coal,1207.54,1314.86
2023,7,China,gas,1511.62,1334.79
2019,6,France,gas,2758.01,708.9
2010,1,UK,nuclear,4781.25,936.41
2006,5,UK,coal,3264.5,1401.39
2022,3,India,oil,4631.35,379.85
1999,10,Japan,gas,4910.29,1046.91
2001,8,India,wind,345.83,838.02
2005,7,India,solar,2629.32,740.08
2021,9,UK,hydro,1679.02,1674.57
2004,12,USA,hydro,1558.33,1270.12
2016,1,France,oil,1356.86,1837.67
2017,2,Germany,solar,1285.67,929.22
2006,2,Germany,gas,2617.49,1821.33
1991,1,Germany,solar,4939.91,949.88
1996,8,Germany,oil,2436.32,1217.74
2002,12,China,hydro,3309.79,259.19
2004,4,USA,wind,2651.19,900.1
2014,7,Germany,wind,4468.15,84.73
2012,10,France,hydro,1081.54,731.36
2011,1,USA,coal,518.47,1712.59
2015,8,Japan,gas,2208.04,210.99
2022,11,USA,nuclear,2908.11,1853.19
2000,8,Germany,hydro,781.09,545.82
1999,11,Japan,nuclear,3139.41,243.79
2014,10,China,coal,1286.96,1582.83
2013,12,India,solar,457.32,1606.59
2022,3,India,solar,4581.44,893.85
2006,9,China,gas,217.79,45.24
2013,5,UK,oil,252.54,347.92
1991,5,France,gas,4924.28,350.16
2021,12,Germany,hydro,1754.19,765.08
2013,5,Japan,wind,2841.86,472.5
1998,1,UK,nuclear,958.57,1849.49
1993,10,USA,nuclear,2162.42,540.82
2006,2,India,oil,375.27,1112.75
2006,1,UK,nuclear,137.53,683.42
2019,2,France,solar,4997.73,643.34
2000,9,USA,gas,1027.46,1334.46
2010,9,USA,gas,1936.04,1594.97
2010,5,China,gas,2967.28,1264.7
2007,4,USA,gas,2590.99,1135.92
2018,2,UK,oil,1808.64,829.1
2013,6,USA,wind,106.45,695.48
1999,9,Brazil,nuclear,2515.56,1706.64
2006,8,France,solar,4724.21,1670.14
2007,10,Germany,wind,3700.13,1409.71
2009,4,Japan,oil,3586.05,1107.6
2007,6,China,nuclear,4732.81,1847.37
2006,11,Germany,hydro,964.91,460.42
1998,9,UK,gas,4865.27,1183.74
2003,10,Japan,oil,4913.05,1333.75
2018,10,USA,gas,2470.75,1035.94
2020,11,France,nuclear,3886.33,167.71
1993,4,UK,nuclear,117.98,1897.2
2007,9,Brazil,wind,4848.67,689.12
2009,12,USA,solar,2262.14,1226.79
1998,8,USA,gas,4950.74,801.21
2002,3,USA,hydro,2159.17,970.35
2004,9,France,oil,3293.97,1266.77
2016,12,China,solar,594.06,1214.48
2004,5,UK,hydro,777.83,497.72
2017,1,China,nuclear,2241.46,47.72
2008,11,USA,hydro,1909.18,1519.66
2015,8,Japan,oil,617.87,1439.45
2015,5,France,coal,195.92,1202.79
2014,5,China,coal,3808.28,1855.44
2015,2,China,coal,882.01,1569.29
2015,9,India,gas,4357.52,790.82
2017,6,China,nuclear,2068.85,1509.53
2007,11,UK,gas,2164.11,51.12
2021,10,Germany,coal,1499.19,513.31
1992,12,UK,oil,1255.66,1922.61
1991,3,France,wind,1779.24,931.05
2022,7,France,wind,4044.35,1501.43
2008,2,France,solar,3412.33,1859.71
2006,7,UK,solar,4630.28,1054.19
2022,12,Germany,nuclear,2471.77,520.43
2001,11,China,gas,4032.37,1216.68
1992,2,Germany,hydro,1001.5,110.85
2015,11,France,solar,332.9,908.24
2024,5,Brazil,solar,1288.68,1433.85
1997,10,Germany,hydro,4175.37,215.72
1996,10,UK,oil,4836.3,1274.38
2005,9,Brazil,solar,3537.72,39.2
2013,9,Japan,gas,2059.73,556.73
1990,6,UK,nuclear,4087.66,130.61
2014,3,Japan,coal,3219.48,1452.85
1999,12,Brazil,coal,457.95,1681.06
2005,4,India,wind,4669.35,1486.7
2005,4,France,nuclear,703.83,609.09
1997,9,USA,solar,2284.49,944.13
2018,4,China,oil,4936.14,814.83
2017,4,Germany,hydro,1538.97,279.04
1995,5,UK,wind,708.26,1151.04
2005,6,Japan,wind,3491.76,765.14
2009,8,UK,oil,1759.23,904.62
2005,12,China,oil,2778.14,481.63
1996,1,India,nuclear,4399.5,857.19
2003,5,UK,gas,831.34,639.39
2015,9,Germany,wind,2528.11,43.48
2015,10,China,solar,596.21,1662.3
2003,4,Germany,wind,2695.75,806.95
1996,8,USA,solar,4247.46,1108.54
2022,9,UK,gas,3434.64,21.66
2015,1,Japan,coal,957.59,1486.0
2009,8,China,hydro,3335.23,1350.62
1992,8,UK,hydro,2314.03,1111.32
1993,5,USA,coal,1832.19,286.82
2015,10,China,hydro,956.8,1757.21
2000,2,France,hydro,1468.05,1644.86
1991,12,Germany,gas,190.49,1331.36
2003,7,Germany,hydro,4470.49,1298.79
2019,11,USA,coal,1564.98,1504.59
2001,11,UK,nuclear,4497.21,1715.01
2015,5,China,solar,4716.93,1376.37
2022,12,Germany,oil,3505.94,1716.52
2002,5,Germany,oil,2955.57,640.35
2003,6,UK,coal,4336.72,1471.8
2013,12,France,nuclear,394.09,1150.97
2023,10,USA,wind,3085.36,1286.9
2015,8,USA,wind,4621.92,1689.71
2010,11,USA,oil,4480.07,187.24
2017,1,Germany,coal,3852.77,1329.36
1991,3,France,solar,1220.35,510.03
1998,12,France,solar,3351.76,363.56
2012,7,Germany,solar,4479.79,1801.79
2004,11,France,solar,1792.74,1555.21
2002,9,Germany,nuclear,3216.01,643.86
2012,10,Japan,oil,2068.45,1142.99
2006,2,Japan,wind,4516.85,1609.46
1991,4,Brazil,coal,1187.62,1132.73
2009,11,Germany,coal,1409.32,442.92
2009,4,Germany,hydro,3406.29,1462.53
1992,11,Brazil,oil,87.29,1522.54
2001,7,Germany,gas,1401.78,1389.81
1991,5,Brazil,wind,1445.95,216.75
2003,12,India,gas,3502.76,1921.85
2005,11,Japan,coal,2538.43,1093.42
2008,5,China,nuclear,310.0,1222.9
2023,7,USA,nuclear,2147.38,491.92
1995,12,China,coal,4956.56,1090.64
2002,2,Japan,hydro,4469.18,934.25
2011,8,UK,solar,4080.73,1085.25
2007,6,USA,coal,3099.82,1579.93
2001,5,Brazil,gas,638.39,1459.93
2019,12,Brazil,hydro,4496.12,1661.39
1996,1,Japan,solar,1802.19,546.76
2021,2,USA,wind,855.42,348.98
2008,6,Germany,wind,693.16,304.67
1995,6,France,nuclear,4237.19,1497.6
2009,11,Germany,wind,3175.37,959.77
2016,9,Brazil,gas,542.2,11.34
1996,11,UK,nuclear,4242.79,1371.25
1994,6,China,nuclear,1280.72,76.82
2000,1,China,wind,2993.45,195.67
2004,12,France,gas,4802.42,651.02
1992,7,China,gas,3952.15,145.63
1994,12,UK,nuclear,3365.69,716.47
2012,3,India,oil,3850.06,1243.12
1998,8,China,wind,2695.67,1094.87
2004,6,USA,hydro,2039.45,1638.27
1992,3,USA,solar,92.13,1044.09
2018,3,Germany,oil,5.63,909.91
1995,8,Japan,wind,4632.72,1203.39
2006,6,Germany,oil,514.77,292.69
2015,2,China,solar,2990.92,1973.33
2010,3,China,wind,2838.38,1522.75
1997,12,Germany,oil,3005.1,907.18
2010,6,Brazil,nuclear,2528.79,1015.77
2000,7,Brazil,oil,4732.28,386.81
1997,4,Japan,nuclear,1752.43,1915.24
2013,8,USA,hydro,1540.87,424.2
2024,3,Japan,coal,1822.07,469.1
2003,6,Brazil,nuclear,1034.88,1116.65
2003,7,UK,wind,3615.25,941.3
1999,8,UK,nuclear,1735.16,1694.72
2001,11,UK,solar,314.87,974.89
2023,4,Brazil,wind,588.58,1984.61
1999,5,China,solar,3848.56,1076.44
2006,6,UK,oil,486.83,1397.81
2006,1,India,oil,1066.15,1997.76
1992,12,Japan,solar,1880.08,1237.69
2020,9,France,gas,3969.49,24.27
1990,3,China,solar,383.42,1160.38
2001,2,Japan,solar,978.22,1619.15
1993,11,India,solar,998.87,1383.01
2002,7,China,nuclear,2328.86,720.97
2023,11,Brazil,nuclear,2017.02,1232.42
2010,11,China,nuclear,4028.59,984.47
2011,4,UK,solar,1386.49,1182.32
1993,4,Brazil,coal,634.36,1219.83
2007,10,China,gas,1195.17,1509.77
1994,9,India,oil,1577.22,223.68
2008,7,France,solar,2941.03,132.62
1991,9,Japan,solar,1935.89,832.62
2001,1,USA,gas,1110.52,941.93
2006,3,India,wind,548.45,1652.82
1999,10,Germany,coal,2939.7,432.23
2023,11,Brazil,coal,4688.25,1128.73
1995,10,Japan,solar,1043.87,963.23
1997,12,China,oil,633.44,441.85
2000,6,India,nuclear,4538.71,1812.56
2001,11,UK,nuclear,2979.44,786.38
1998,1,Germany,solar,1807.72,72.21
1991,5,USA,oil,303.0,521.9
1997,4,India,oil,3789.43,1973.91
2000,4,France,oil,3591.55,181.02
1999,12,India,solar,4487.85,1596.59
2010,7,India,nuclear,2843.18,866.06
2009,5,Germany,hydro,1593.88,1213.01
1997,7,UK,oil,844.14,588.45
2018,1,France,coal,1108.68,639.78
2001,11,Germany,nuclear,2565.95,762.14
2003,9,UK,gas,4238.38,519.43
2010,8,UK,oil,4508.67,1388.4
2011,7,USA,oil,2427.95,896.1
2010,10,Brazil,gas,200.47,423.0
2019,2,China,wind,595.41,244.11
2009,11,Japan,wind,4751.68,1755.31
2013,6,China,wind,1149.76,1161.62
2012,4,India,gas,4095.86,1626.48
1996,3,China,coal,4645.22,1143.98
1998,8,Japan,wind,4690.3,1142.86
1990,4,Brazil,wind,505.93,311.63
2015,3,India,solar,846.05,1710.51
2011,11,Germany,nuclear,2306.02,782.75
1999,5,Brazil,nuclear,1599.46,1263.79
1995,9,China,nuclear,1830.06,988.44
2006,10,USA,coal,2619.99,1621.23
2013,3,USA,coal,4676.57,237.39
1999,9,France,wind,2444.83,1326.63
1997,4,Brazil,hydro,2181.95,353.87
2010,12,France,oil,3285.69,758.45
1995,10,USA,gas,705.08,68.79
2010,4,Brazil,solar,2407.32,1585.42
2013,2,Germany,gas,3617.48,22.4
2022,12,India,gas,2966.38,1529.36
2007,8,Germany,coal,3760.65,1033.73
2017,4,Germany,oil,4429.55,957.59
2021,3,France,coal,2200.63,865.25
2001,3,France,hydro,3610.77,1645.9
2016,1,Germany,gas,2034.82,921.34
1999,8,Brazil,nuclear,4345.85,1340.72
2021,11,France,oil,2179.36,908.08
2015,5,UK,solar,3391.73,1886.75
2014,5,Germany,solar,41.73,1857.64
2000,4,France,hydro,1994.68,644.29
2012,12,China,solar,2755.46,401.77
2023,5,France,nuclear,3207.51,518.86
2012,12,India,nuclear,888.87,455.1
2018,5,USA,oil,3178.49,331.63
2020,9,Japan,gas,3741.1,1399.1
1996,11,Brazil,oil,1404.06,316.45
2022,6,France,nuclear,1769.83,1215.9
2010,9,France,nuclear,4551.24,1505.63
1991,8,UK,oil,1115.92,1069.21
2007,3,India,gas,1839.68,362.68
2022,2,India,nuclear,3607.97,1408.41
2023,6,Germany,wind,978.06,578.11
2009,2,France,oil,2529.73,1056.25
2024,3,USA,wind,3731.19,1288.84
2007,3,India,nuclear,328.44,626.88
2013,1,China,solar,1217.31,522.64
1997,5,France,coal,2860.72,1512.5
2019,8,USA,coal,1293.71,323.33
1999,9,China,wind,4078.89,382.44
2012,7,UK,wind,3357.65,347.72
2000,5,France,wind,2629.49,461.45
1991,8,India,gas,730.45,5.53
2015,9,UK,solar,3381.59,1533.9
2022,12,Brazil,oil,837.3,1067.19
2002,9,France,nuclear,4689.29,225.68
2014,9,China,oil,375.03,93.71
